film_oscar_award_id,year,film_id,oscar_award_type_id,oscar_award_category_id
139,1936,66,2,1
140,1936,66,2,6
141,1936,66,1,9
142,1936,66,2,15
143,1936,66,2,17
144,1936,67,2,1
145,1936,67,2,2
146,1936,67,2,3
147,1936,67,2,4
148,1936,67,2,9
149,1936,67,2,17
150,1936,68,2,13
151,1936,69,2,2
152,1936,70,2,2
153,1936,70,2,3
154,1936,70,2,5
155,1936,70,2,6
156,1936,71,2,1
157,1936,71,2,6
158,1936,71,2,9
159,1936,71,1,15
160,1936,71,2,17
161,1936,72,2,13
162,1936,73,2,13
163,1936,74,1,13
164,1936,75,2,15
165,1936,76,2,12
166,1936,76,2,15
167,1936,77,2,12
168,1936,78,2,2
169,1936,78,2,7
170,1936,78,2,12
171,1936,79,2,4
172,1936,79,2,7
173,1936,80,1,3
174,1936,80,2,5
175,1936,80,1,6
176,1936,80,2,9
177,1936,80,2,10
178,1936,80,2,17
179,1936,81,2,5
180,1936,82,1,1
181,1936,82,2,6
182,1936,82,1,17
183,1936,83,2,15
184,1936,84,2,3
185,1936,84,2,10
186,1936,85,2,4
187,1936,86,2,6
188,1936,86,2,15
189,1936,86,2,17
190,1936,87,2,13
191,1936,88,2,3
192,1936,89,2,5
193,1936,89,2,12
194,1937,90,2,5
195,1937,91,2,1
196,1937,91,2,3
197,1937,91,2,6
198,1937,91,2,9
199,1937,91,1,17
200,1937,92,2,13
201,1937,93,2,17
202,1937,94,2,3
203,1937,95,1,1
204,1937,95,2,6
205,1937,95,2,10
206,1937,95,2,17
207,1937,96,2,1
208,1937,96,2,5
209,1937,97,2,4
210,1937,97,2,5
211,1937,97,2,6
212,1937,97,2,7
213,1937,98,2,5
214,1937,99,2,15
215,1937,100,1,4
216,1937,100,2,6
217,1937,100,2,12
218,1937,100,2,15
219,1937,100,2,17
220,1937,101,2,2
221,1937,101,1,5
222,1937,101,2,6
223,1937,101,1,10
224,1937,101,2,12
225,1937,101,2,15
226,1937,102,2,12
227,1937,103,2,5
228,1937,104,2,12
229,1937,104,2,15
230,1937,105,2,13
231,1937,106,2,1
232,1937,106,2,4
233,1937,107,2,6
234,1937,107,2,10
235,1937,107,1,12
236,1937,107,2,15
