film_oscar_award_id,year,film_id,oscar_award_type_id,oscar_award_category_id
237,1937,107,2,17
238,1937,108,2,12
239,1937,109,2,12
240,1937,110,2,13
241,1937,111,2,12
242,1937,112,2,12
243,1937,113,2,5
244,1937,113,2,12
245,1937,114,2,4
246,1937,114,2,6
247,1937,114,2,9
248,1937,114,2,17
249,1937,115,2,3
250,1937,115,2,4
251,1937,116,2,2
252,1937,116,2,3
253,1937,116,2,6
254,1937,116,1,9
255,1937,116,2,10
256,1937,116,2,17
257,1937,117,2,15
258,1937,118,1,3
259,1937,118,2,6
260,1937,118,1,7
261,1937,118,2,9
262,1937,118,2,10
263,1937,119,2,2
264,1937,119,2,12
265,1937,119,1,15
266,1937,120,2,1
267,1937,120,1,2
268,1937,120,2,5
269,1937,120,1,6
270,1937,120,2,9
271,1937,120,2,12
272,1937,120,2,15
273,1937,120,1,17
274,1937,121,2,5
275,1937,121,2,12
276,1937,122,2,2
277,1937,122,2,15
278,1937,123,1,13
279,1937,124,2,5
280,1937,124,2,13
281,1937,125,2,12
282,1937,126,2,5
283,1937,127,2,15
284,1937,128,2,7
285,1937,129,2,5
286,1938,130,2,5
287,1938,130,2,6
288,1938,130,2,10
289,1938,130,1,12
290,1938,130,2,13
291,1938,130,2,17
292,1938,131,2,1
293,1938,131,2,2
294,1938,131,2,5
295,1938,131,2,7
296,1938,132,2,1
297,1938,132,2,9
298,1938,132,2,17
299,1938,133,2,7
300,1938,133,2,12
301,1938,133,2,15
302,1938,134,2,12
303,1938,135,2,12
304,1938,135,2,17
305,1938,136,1,1
306,1938,136,2,6
307,1938,136,2,9
308,1938,136,1,17
309,1938,137,2,12
310,1938,138,2,5
311,1938,138,2,12
312,1938,138,2,13
313,1938,139,2,2
314,1938,139,2,6
315,1938,139,2,9
316,1938,139,2,15
317,1938,139,2,17
318,1938,140,2,12
319,1938,141,2,13
320,1938,142,2,6
321,1938,143,2,5
322,1938,144,2,2
323,1938,144,2,5
324,1938,144,2,12
325,1938,144,2,15
326,1938,145,1,3
327,1938,145,1,4
328,1938,145,2,6
329,1938,145,2,7
330,1938,145,2,12
331,1938,146,1,2
332,1938,147,2,5
333,1938,147,2,7
334,1938,147,2,12
335,1938,147,2,17
336,1938,148,2,13
337,1938,149,2,2
338,1938,149,2,3
339,1938,149,2,5
340,1938,149,2,12
341,1938,150,2,4
342,1938,150,2,5
343,1938,150,2,7
344,1938,150,2,13
345,1938,150,2,15
346,1938,151,2,4
347,1938,152,2,12
348,1938,153,2,1
349,1938,153,2,3
350,1938,153,2,6
351,1938,153,1,17
352,1938,154,2,12
353,1938,155,2,7
354,1938,155,2,12
355,1938,155,2,15
356,1938,156,2,12
357,1938,156,2,15
358,1938,157,2,6
359,1938,157,2,10
360,1938,157,2,17
361,1938,158,2,13
362,1938,158,2,15
363,1938,159,1,5
364,1938,159,2,6
365,1938,159,1,10
366,1938,159,1,12
367,1938,160,2,5
368,1938,161,1,13
369,1938,162,2,7
370,1938,163,2,1
371,1938,163,2,6
372,1938,163,2,9
373,1938,163,2,17
374,1938,164,2,12
375,1938,164,2,13
376,1938,164,1,15
377,1938,165,2,5
378,1938,165,2,12
379,1938,166,2,4
380,1938,166,1,7
381,1938,166,2,10
382,1938,167,2,13
383,1938,168,2,7
384,1938,168,2,12
385,1938,169,2,12
386,1938,170,2,3
387,1938,171,2,12
388,1938,172,2,13
389,1938,173,2,7
390,1938,173,2,15
391,1938,174,2,3
392,1938,175,2,4
393,1938,175,1,6
394,1938,175,2,7
395,1938,175,1,9
396,1938,175,2,10
397,1938,175,2,15
398,1938,175,2,17
399,1939,176,2,1
400,1939,176,2,12
401,1939,177,2,17
402,1939,178,2,15
403,1939,179,2,2
404,1939,179,2,5
405,1939,180,2,5
406,1939,181,2,3
407,1939,181,2,6
408,1939,181,2,12
409,1939,182,2,4
410,1939,182,2,7
411,1939,183,2,12
412,1939,184,2,5
413,1939,184,2,7
414,1939,184,2,12
415,1939,185,2,7
416,1939,186,2,12
417,1939,187,2,1
418,1939,187,1,3
419,1939,187,1,4
420,1939,187,1,5
421,1939,187,1,6
422,1939,187,1,7
423,1939,187,1,9
424,1939,187,1,10
425,1939,187,2,12
426,1939,187,2,15
427,1939,187,1,17
428,1939,188,1,1
429,1939,188,2,3
430,1939,188,2,6
431,1939,188,2,9
432,1939,188,2,10
433,1939,188,2,15
434,1939,188,2,17
435,1939,189,2,12
436,1939,189,2,13
437,1939,190,2,7
438,1939,191,2,7
439,1939,191,2,12
440,1939,192,2,2
441,1939,192,2,7
442,1939,193,2,7
443,1939,194,2,3
444,1939,194,2,4
445,1939,194,2,5
446,1939,194,2,6
447,1939,194,2,13
448,1939,194,2,17
449,1939,195,2,5
450,1939,195,2,12
451,1939,195,2,15
452,1939,196,2,1
453,1939,196,2,2
454,1939,196,2,5
455,1939,196,2,6
456,1939,196,2,9
457,1939,196,2,10
458,1939,196,2,12
459,1939,196,2,15
460,1939,196,1,17
461,1939,197,2,3
462,1939,197,2,6
463,1939,197,2,17
464,1939,198,2,12
465,1939,199,2,6
466,1939,199,2,7
467,1939,199,2,12
468,1939,199,2,15
469,1939,200,2,7
470,1939,201,2,13
471,1939,202,2,12
472,1939,203,1,2
473,1939,203,2,5
474,1939,203,2,6
475,1939,203,2,7
476,1939,203,2,9
477,1939,203,2,10
478,1939,203,1,12
479,1939,204,2,12
480,1939,205,2,7
481,1939,205,2,12
482,1939,205,2,15
483,1939,206,2,12
484,1939,206,2,15
485,1939,207,2,12
486,1939,208,2,7
487,1939,209,2,5
488,1939,209,2,7
489,1939,209,2,12
490,1939,209,2,15
491,1939,210,2,5
492,1939,210,2,7
493,1939,210,2,10
494,1939,210,2,12
495,1939,210,2,15
496,1939,211,2,5
497,1939,211,2,6
498,1939,211,2,7
499,1939,211,1,12
500,1939,211,1,13
501,1939,212,2,12
502,1939,213,2,12
503,1939,214,1,15
504,1939,215,2,1
505,1939,215,2,4
506,1939,215,2,5
507,1939,215,2,6
508,1939,215,1,7
509,1939,215,2,9
510,1939,215,2,12
511,1939,215,2,17
512,1939,216,2,17
513,1940,217,2,1
514,1940,217,2,7
515,1940,218,2,4
516,1940,218,2,6
517,1940,218,2,7
518,1940,219,2,17
519,1940,220,2,5
520,1940,220,2,7
521,1940,220,2,12
522,1940,220,1,17
523,1940,221,2,5
524,1940,221,2,12
525,1940,222,2,15
526,1940,223,2,5
527,1940,223,2,7
528,1940,224,2,7
529,1940,225,2,15
530,1940,226,2,17
531,1940,227,2,5
532,1940,227,2,7
533,1940,227,2,13
534,1940,228,2,17
535,1940,229,2,17
536,1940,230,2,2
537,1940,230,2,5
538,1940,230,2,6
539,1940,230,2,7
540,1940,230,2,17
541,1940,231,2,12
542,1940,231,2,13
543,1940,232,2,12
544,1940,233,1,3
545,1940,233,2,6
546,1940,233,2,9
547,1940,233,2,15
548,1940,233,2,17
549,1940,234,2,5
550,1940,235,2,13
551,1940,236,2,5
552,1940,236,2,12
553,1940,236,2,17
554,1940,237,2,5
555,1940,238,2,5
556,1940,238,2,7
557,1940,238,1,10
558,1940,238,2,12
559,1940,238,2,15
560,1940,239,2,7
561,1940,240,2,12
562,1940,241,2,3
563,1940,241,2,5
564,1940,241,2,6
565,1940,241,2,12
566,1940,241,2,15
567,1940,242,1,12
568,1940,242,1,13
569,1940,243,1,5
570,1940,244,2,4
571,1940,245,2,1
572,1940,245,2,3
573,1940,245,2,4
574,1940,245,2,5
575,1940,245,1,6
576,1940,245,1,7
577,1940,245,2,9
578,1940,245,2,10
579,1940,245,2,12
580,1940,245,2,17
581,1940,246,2,13
582,1940,247,2,12
583,1940,247,2,13
584,1940,248,2,7
585,1940,248,2,12
586,1940,248,2,13
587,1940,248,2,15
588,1940,249,2,12
589,1940,249,2,13
590,1940,249,1,15
591,1940,250,2,7
592,1940,251,2,5
593,1940,252,2,5
594,1940,252,2,12
595,1940,253,2,12
596,1940,254,2,1
597,1940,254,1,4
598,1940,254,2,6
599,1940,254,1,9
600,1940,254,2,10
601,1940,254,2,15
602,1940,254,2,17
603,1940,255,2,1
604,1940,255,2,2
605,1940,255,2,6
606,1940,255,2,12
607,1940,255,2,17
608,1940,256,1,17
609,1940,257,2,12
610,1940,258,2,12
611,1940,258,2,15
612,1940,259,2,2
613,1940,259,2,3
614,1940,259,2,6
615,1940,259,2,7
616,1940,259,2,9
617,1940,259,2,10
618,1940,259,2,12
619,1940,260,2,6
620,1940,260,2,7
621,1940,260,2,10
622,1940,260,2,12
623,1940,260,2,17
624,1940,261,2,12
625,1940,262,1,1
626,1940,262,2,3
627,1940,262,2,4
628,1940,262,2,6
629,1940,262,2,9
630,1940,262,1,17
631,1940,263,2,5
632,1940,263,2,12
633,1940,263,2,15
634,1940,264,1,5
635,1940,264,1,7
636,1940,264,2,12
637,1940,265,1,2
638,1940,265,2,5
639,1940,265,2,17
640,1940,266,2,2
641,1940,267,1,12
642,1940,268,2,15
643,1940,269,2,7
644,1940,269,2,12
645,1940,270,2,13
646,1941,271,2,12
647,1941,271,2,13
648,1941,272,2,1
649,1941,272,1,12
650,1941,273,2,7
651,1941,274,2,15
652,1941,275,2,12
653,1941,276,2,3
654,1941,276,2,12
655,1941,276,2,15
656,1941,276,2,17
657,1941,277,2,7
658,1941,278,2,12
659,1941,279,2,5
660,1941,279,1,7
661,1941,280,2,3
662,1941,280,1,5
663,1941,280,2,6
664,1941,280,2,7
665,1941,281,2,13
666,1941,282,2,12
667,1941,282,2,13
668,1941,283,2,12
669,1941,284,2,1
670,1941,284,2,5
671,1941,284,2,6
672,1941,284,2,7
673,1941,284,2,9
674,1941,284,2,10
675,1941,284,2,12
676,1941,284,2,15
677,1941,284,1,17
678,1941,285,2,7
679,1941,286,2,7
680,1941,286,2,10
681,1941,286,2,12
682,1941,287,1,12
683,1941,287,2,13
684,1941,288,2,1
685,1941,288,2,2
686,1941,288,2,6
687,1941,288,2,7
688,1941,288,2,9
689,1941,288,1,17
690,1941,289,2,3
691,1941,289,2,5
692,1941,289,2,6
693,1941,289,2,7
694,1941,289,2,12
695,1941,289,2,17
696,1941,290,1,2
697,1941,290,2,4
698,1941,290,1,5
699,1941,290,1,6
700,1941,290,1,7
701,1941,290,1,9
702,1941,290,2,10
703,1941,290,2,12
704,1941,290,2,15
705,1941,290,2,17
706,1941,291,2,12
707,1941,292,2,12
708,1941,293,2,5
709,1941,293,2,12
710,1941,294,1,13
711,1941,295,2,13
712,1941,296,2,5
713,1941,296,2,7
714,1941,297,2,12
715,1941,298,2,17
716,1941,299,2,12
717,1941,300,2,17
718,1941,301,2,6
719,1941,302,2,1
720,1941,303,2,13
721,1941,304,1,1
722,1941,304,2,2
723,1941,304,2,4
724,1941,304,2,5
725,1941,304,2,6
726,1941,304,2,7
727,1941,304,2,9
728,1941,304,1,10
729,1941,304,2,12
730,1941,304,2,15
731,1941,304,2,17
732,1941,305,2,15
733,1941,306,2,12
734,1941,307,2,7
735,1941,307,2,12
736,1941,307,2,13
737,1941,308,2,5
738,1941,308,2,7
739,1941,308,2,12
740,1941,309,2,12
741,1941,310,1,3
742,1941,310,2,6
743,1941,310,2,12
744,1941,311,2,17
745,1941,312,2,12
746,1941,313,2,5
747,1941,313,2,7
748,1941,313,1,15
749,1941,314,2,12
750,1941,315,2,7
751,1941,315,2,12
752,1941,315,2,15
753,1941,316,2,2
754,1941,316,2,17
755,1941,317,2,15
756,1941,318,2,5
757,1941,319,1,4
758,1941,320,2,17
759,1941,321,2,3
760,1941,321,2,4
761,1941,321,2,5
762,1941,321,2,6
763,1941,321,2,9
764,1941,321,2,10
765,1941,321,2,12
766,1941,321,2,17
767,1941,322,2,2
768,1941,322,2,6
769,1941,322,2,17
770,1941,323,2,15
771,1941,324,2,5
772,1941,325,2,12
773,1941,326,2,12
774,1941,327,2,17
775,1941,328,2,15
776,1941,329,2,5
777,1941,330,2,12
778,1941,330,2,13
779,1942,331,2,13
780,1942,332,2,5
781,1942,332,2,7
782,1942,332,2,12
783,1942,332,2,15
784,1942,333,2,13
785,1942,334,2,12
786,1942,334,2,13
787,1942,334,2,15
788,1942,335,2,5
789,1942,335,2,7
790,1942,336,2,12
791,1942,336,2,15
792,1942,337,2,12
793,1942,337,2,13
794,1942,338,2,12
795,1942,339,2,15
796,1942,340,2,5
797,1942,341,2,13
798,1942,342,2,12
799,1942,342,1,13
800,1942,342,2,17
801,1942,343,2,12
802,1942,344,2,12
803,1942,345,2,12
804,1942,346,2,12
805,1942,347,1,2
806,1942,348,2,5
807,1942,348,2,7
808,1942,348,2,12
809,1942,349,2,6
810,1942,349,2,7
811,1942,349,2,9
812,1942,350,2,12
813,1942,351,2,7
814,1942,352,2,1
815,1942,352,2,2
816,1942,352,1,3
817,1942,352,1,4
818,1942,352,1,6
819,1942,352,1,7
820,1942,352,1,9
821,1942,352,2,10
822,1942,352,2,15
823,1942,352,1,17
824,1942,353,1,5
825,1942,353,2,12
826,1942,354,2,3
827,1942,355,2,3
828,1942,355,2,4
829,1942,355,1,12
830,1942,356,2,15
831,1942,357,2,17
832,1942,358,2,13
833,1942,359,2,1
834,1942,359,2,4
835,1942,359,2,5
836,1942,359,2,6
837,1942,359,2,9
838,1942,359,2,12
839,1942,359,2,17
840,1942,360,2,5
841,1942,360,2,7
842,1942,361,2,15
843,1942,361,2,17
844,1942,362,2,5
845,1942,362,2,12
846,1942,363,2,5
847,1942,363,2,7
848,1942,363,2,12
849,1942,364,2,7
850,1942,365,1,7
851,1942,365,2,12
852,1942,366,2,12
853,1942,367,2,12
854,1942,367,2,15
855,1942,368,2,6
856,1942,368,1,17
857,1942,369,2,4
858,1942,369,2,5
859,1942,369,2,6
860,1942,369,2,7
861,1942,370,2,13
862,1942,371,2,1
863,1942,371,2,6
864,1942,371,2,7
865,1942,372,2,1
866,1942,372,2,3
867,1942,372,2,5
868,1942,372,2,6
869,1942,372,2,7
870,1942,372,1,10
871,1942,372,2,12
872,1942,372,2,15
873,1942,372,2,17
874,1942,373,2,5
875,1942,373,2,12
876,1942,374,2,5
877,1942,375,2,5
878,1942,375,2,6
879,1942,375,2,7
880,1942,375,2,10
881,1942,375,2,12
882,1942,375,2,17
883,1942,376,2,17
884,1942,377,1,5
885,1942,377,2,7
886,1942,377,2,10
887,1942,377,2,15
888,1942,378,2,12
889,1942,379,2,7
890,1942,380,2,2
891,1942,381,2,2
892,1942,381,2,6
893,1942,381,2,9
894,1942,381,2,17
895,1942,382,2,3
896,1942,382,1,17
897,1942,383,1,1
898,1942,383,2,2
899,1942,383,2,6
900,1942,383,2,9
901,1942,383,2,10
902,1942,383,1,12
903,1942,383,1,15
904,1942,383,2,17
905,1942,384,2,12
906,1942,384,2,13
907,1942,384,2,15
908,1942,385,2,13
909,1943,386,2,17
910,1943,387,2,7
911,1943,387,1,10
912,1943,387,2,17
913,1943,388,2,13
914,1943,389,2,1
915,1943,389,2,2
916,1943,389,1,6
917,1943,389,2,7
918,1943,389,1,9
919,1943,389,2,10
920,1943,389,2,12
921,1943,389,1,17
922,1943,390,2,12
923,1943,391,2,12
924,1943,392,2,7
925,1943,393,2,17
926,1943,394,2,5
927,1943,394,2,7
928,1943,394,2,10
929,1943,395,2,5
930,1943,396,2,1
931,1943,396,2,2
932,1943,396,2,3
933,1943,396,1,4
934,1943,396,2,5
935,1943,396,2,6
936,1943,396,2,7
937,1943,396,2,10
938,1943,396,2,12
939,1943,397,2,12
940,1943,397,2,15
941,1943,398,2,6
942,1943,398,2,7
943,1943,398,2,9
944,1943,399,2,7
945,1943,399,1,13
946,1943,400,2,13
947,1943,401,2,12
948,1943,402,2,12
949,1943,402,2,13
950,1943,403,2,17
951,1943,404,2,12
952,1943,404,2,15
953,1943,405,2,6
954,1943,405,2,17
955,1943,406,2,12
956,1943,407,2,12
957,1943,408,2,7
958,1943,409,2,1
959,1943,409,2,3
960,1943,409,2,5
961,1943,409,2,6
962,1943,409,2,7
963,1943,409,2,12
964,1943,409,2,15
965,1943,410,2,5
966,1943,411,1,5
967,1943,411,1,7
968,1943,411,2,12
969,1943,411,2,15
970,1943,412,1,17
971,1943,413,2,15
972,1943,414,2,2
973,1943,414,2,7
974,1943,414,2,15
975,1943,415,2,12
976,1943,415,2,13
977,1943,415,2,15
978,1943,416,2,17
979,1943,417,2,4
980,1943,417,2,7
981,1943,417,2,17
982,1943,418,2,15
983,1943,419,2,12
984,1943,419,2,13
985,1943,420,2,12
986,1943,420,2,13
987,1943,421,2,12
988,1943,421,2,13
989,1943,422,2,13
990,1943,423,2,12
991,1943,424,2,3
992,1943,425,2,12
993,1943,426,2,5
994,1943,427,2,1
995,1943,427,2,6
996,1943,427,2,7
997,1943,427,2,9
998,1943,427,1,17
999,1943,428,2,12
1000,1943,429,2,12
1001,1943,430,1,2
1002,1943,430,2,3
1003,1943,430,2,6
1004,1943,430,2,9
1005,1943,430,2,17
1006,1943,431,2,5
1007,1943,431,2,7
1008,1943,431,2,12
1009,1943,431,2,15
1010,1943,431,2,17
1011,1943,432,2,6
1012,1943,433,2,12
1013,1943,433,2,13
1014,1943,434,2,2
1015,1943,434,1,3
1016,1943,434,2,4
1017,1943,434,1,5
1018,1943,434,2,6
1019,1943,434,1,7
1020,1943,434,2,9
1021,1943,434,2,10
1022,1943,434,1,12
1023,1943,434,2,15
1024,1943,434,2,17
1025,1943,435,2,5
1026,1943,435,1,12
1027,1943,435,2,15
1028,1943,436,1,15
1029,1943,437,2,5
1030,1943,437,2,7
1031,1943,437,2,12
1032,1943,438,2,12
1033,1943,439,1,1
1034,1943,439,2,4
1035,1943,439,2,6
1036,1943,439,2,17
1037,1944,440,2,17
1038,1944,441,2,5
1039,1944,441,2,12
1040,1944,442,2,12
1041,1944,442,2,13
1042,1944,442,2,15
1043,1944,443,2,5
1044,1944,443,2,12
1045,1944,443,2,15
1046,1944,444,2,12
1047,1944,445,2,5
1048,1944,445,2,7
1049,1944,445,1,12
1050,1944,445,2,13
1051,1944,445,2,15
1052,1944,446,2,3
1053,1944,446,2,6
1054,1944,446,2,7
1055,1944,446,2,9
1056,1944,446,2,12
1057,1944,446,2,15
1058,1944,446,2,17
1059,1944,447,2,4
1060,1944,447,2,7
1061,1944,448,2,13
1062,1944,449,2,1
1063,1944,449,1,3
1064,1944,449,2,4
1065,1944,449,1,5
1066,1944,449,2,6
1067,1944,449,2,7
1068,1944,449,2,17
1069,1944,450,1,1
1070,1944,450,1,2
1071,1944,450,1,6
1072,1944,450,2,7
1073,1944,450,1,9
1074,1944,450,2,10
1075,1944,450,1,13
1076,1944,450,1,17
1077,1944,451,2,17
1078,1944,452,2,12
1079,1944,452,2,13
1080,1944,453,2,15
1081,1944,454,2,12
1082,1944,454,2,13
1083,1944,454,2,15
1084,1944,455,2,7
1085,1944,456,2,12
1086,1944,457,2,12
1087,1944,457,2,15
1088,1944,458,2,12
1089,1944,459,2,10
1090,1944,460,2,5
1091,1944,460,2,7
1092,1944,460,2,12
1093,1944,460,2,15
1094,1944,461,2,12
1095,1944,462,2,5
1096,1944,462,2,7
1097,1944,462,2,12
1098,1944,463,2,12
1099,1944,463,2,13
1100,1944,464,2,2
1101,1944,464,2,5
1102,1944,464,1,7
1103,1944,464,2,9
1104,1944,464,2,17
1105,1944,465,2,7
1106,1944,465,2,9
1107,1944,465,2,17
1108,1944,466,2,7
1109,1944,466,2,12
1110,1944,466,2,13
1111,1944,466,2,17
1112,1944,467,2,12
1113,1944,467,2,13
1114,1944,468,2,2
1115,1944,468,2,3
1116,1944,469,2,3
1117,1944,469,2,4
1118,1944,470,2,15
1119,1944,471,2,5
1120,1944,472,2,1
1121,1944,472,1,4
1122,1944,472,2,10
1123,1944,472,2,12
1124,1944,473,2,17
1125,1944,474,2,12
1126,1944,475,2,2
1127,1944,475,2,3
1128,1944,475,2,4
1129,1944,475,2,5
1130,1944,475,2,6
1131,1944,475,2,7
1132,1944,475,2,10
1133,1944,475,1,12
1134,1944,476,2,12
1135,1944,476,2,13
1136,1944,477,2,5
1137,1944,478,2,12
1138,1944,479,2,13
1139,1944,480,2,5
1140,1944,480,2,12
1141,1944,481,2,12
1142,1944,482,2,5
1143,1944,483,2,5
1144,1944,484,2,12
1145,1944,485,2,12
1146,1944,486,2,12
1147,1944,487,2,17
1148,1944,488,2,5
1149,1944,488,2,12
1150,1944,489,2,2
1151,1944,490,2,17
1152,1944,491,2,7
1153,1944,492,2,7
1154,1944,493,2,7
1155,1944,494,2,12
1156,1944,495,2,17
1157,1944,496,2,12
1158,1944,496,2,13
1159,1944,497,2,12
1160,1944,498,2,12
1161,1944,498,2,15
1162,1944,499,2,1
1163,1944,499,1,5
1164,1944,499,2,6
1165,1944,499,1,7
1166,1944,499,2,9
1167,1944,499,1,10
1168,1944,499,2,12
1169,1944,499,1,15
1170,1944,499,1,17
1171,1944,500,2,17
1172,1944,501,2,12
1173,1945,502,2,2
1174,1945,502,2,17
1175,1945,503,2,1
1176,1945,503,2,7
1177,1945,503,2,10
1178,1945,503,2,12
1179,1945,503,2,15
1180,1945,503,2,17
1181,1945,504,2,5
1182,1945,505,1,2
1183,1945,505,2,17
1184,1945,506,2,1
1185,1945,506,2,6
1186,1945,506,2,7
1187,1945,506,1,12
1188,1945,506,2,13
1189,1945,507,2,12
1190,1945,507,2,13
1191,1945,508,1,5
1192,1945,509,2,12
1193,1945,510,2,12
1194,1945,510,2,13
1195,1945,511,2,12
1196,1945,512,2,17
1197,1945,513,2,13
1198,1945,514,2,5
1199,1945,515,2,12
1200,1945,515,2,15
1201,1945,516,1,5
1202,1945,517,2,12
1203,1945,518,2,2
1204,1945,518,2,12
1205,1945,518,2,13
1206,1945,518,2,17
1207,1945,519,2,12
1208,1945,520,2,12
1209,1945,521,2,13
1210,1945,522,2,12
1211,1945,523,2,12
1212,1945,524,2,15
1213,1945,525,2,3
1214,1945,525,2,5
1215,1945,525,1,7
1216,1945,525,2,15
1217,1945,526,2,3
1218,1945,526,2,5
1219,1945,526,2,12
1220,1945,526,2,13
1221,1945,527,1,17
1222,1945,528,1,3
1223,1945,528,2,4
1224,1945,528,2,6
1225,1945,528,2,7
1226,1945,528,2,17
1227,1945,529,2,17
1228,1945,530,1,4
1229,1945,530,2,5
1230,1945,530,2,7
1231,1945,530,2,9
1232,1945,530,1,10
1233,1945,531,2,10
1234,1945,531,2,12
1235,1945,531,2,17
1236,1945,532,2,12
1237,1945,533,2,17
1238,1945,534,2,12
1239,1945,534,2,15
1240,1945,535,2,17
1241,1945,536,2,5
1242,1945,536,2,13
1243,1945,537,2,13
1244,1945,538,2,2
1245,1945,538,2,6
1246,1945,538,2,7
1247,1945,538,2,9
1248,1945,538,1,12
1249,1945,539,2,12
1250,1945,539,1,13
1251,1945,540,2,12
1252,1945,541,2,17
1253,1945,542,2,1
1254,1945,542,2,3
1255,1945,542,2,6
1256,1945,542,2,9
1257,1945,542,2,10
1258,1945,542,2,12
1259,1945,542,2,13
1260,1945,542,1,15
1261,1945,543,2,2
1262,1945,543,2,4
1263,1945,544,2,12
1264,1945,545,1,17
1265,1945,546,2,1
1266,1945,546,2,5
1267,1945,546,2,7
1268,1945,546,2,12
1269,1945,547,1,1
1270,1945,547,1,6
1271,1945,547,2,7
1272,1945,547,1,9
1273,1945,547,2,10
1274,1945,547,2,12
1275,1945,547,1,17
1276,1945,548,2,12
1277,1945,549,2,4
1278,1945,549,2,5
1279,1945,549,1,7
1280,1945,550,2,9
1281,1945,550,2,12
1282,1945,550,2,15
1283,1945,551,2,7
1284,1945,552,2,12
1285,1945,552,2,15
1286,1945,553,2,15
1287,1945,554,2,3
1288,1945,554,2,12
1289,1945,555,2,12
1290,1945,556,2,15
1291,1945,557,2,12
1292,1945,558,2,15
1293,1945,559,2,12
1294,1945,559,2,13
1295,1945,560,2,17
1296,1945,561,2,12
1297,1945,561,2,13
1298,1945,562,2,12
1299,1945,562,2,13
1300,1945,562,2,15
1301,1946,563,2,4
1302,1946,563,1,5
1303,1946,563,1,7
1304,1946,563,2,12
1305,1946,563,2,17
1306,1946,564,2,12
1307,1946,564,2,13
1308,1946,565,2,3
1309,1946,565,2,9
1310,1946,565,2,17
1311,1946,566,2,5
1312,1946,567,2,13
1313,1946,568,2,12
1314,1946,568,2,13
1315,1946,569,2,17
1316,1946,570,2,3
1317,1946,570,2,4
1318,1946,571,2,1
1319,1946,571,2,5
1320,1946,571,2,6
1321,1946,571,2,12
1322,1946,572,2,12
1323,1946,573,2,1
1324,1946,573,2,6
1325,1946,573,2,9
1326,1946,573,2,10
1327,1946,573,2,15
1328,1946,574,2,5
1329,1946,575,2,12
1330,1946,576,2,2
1331,1946,576,2,17
1332,1946,577,2,17
1333,1946,578,2,17
1334,1946,579,2,4
1335,1946,580,2,3
1336,1946,581,1,1
1337,1946,581,1,2
1338,1946,581,1,6
1339,1946,581,1,9
1340,1946,581,1,10
1341,1946,581,1,12
1342,1946,581,2,15
1343,1946,581,1,17
1344,1946,582,2,17
1345,1946,583,2,17
1346,1946,584,2,13
1347,1946,585,2,2
1348,1946,585,2,7
1349,1946,586,2,12
1350,1946,586,1,13
1351,1946,587,2,1
1352,1946,587,2,2
1353,1946,587,2,7
1354,1946,587,2,10
1355,1946,587,1,12
1356,1946,587,1,15
1357,1946,588,2,9
1358,1946,588,2,10
1359,1946,588,2,12
1360,1946,588,2,17
1361,1946,589,2,2
1362,1946,589,1,4
1363,1946,589,2,5
1364,1946,589,2,6
1365,1946,590,1,17
1366,1946,591,2,4
1367,1946,592,2,17
1368,1946,593,2,17
1369,1946,594,2,1
1370,1946,594,2,3
1371,1946,594,1,5
1372,1946,594,2,6
1373,1946,594,1,7
1374,1946,594,2,9
1375,1946,594,2,10
1376,1946,595,1,3
1377,1946,595,2,17
1378,1946,596,1,17
1379,1947,597,2,17
1380,1947,598,1,1
1381,1947,598,2,9
1382,1947,598,1,12
1383,1947,598,2,17
1384,1947,599,1,5
1385,1947,599,1,7
1386,1947,600,2,1
1387,1947,600,1,10
1388,1947,600,2,17
1389,1947,601,2,17
1390,1947,602,2,12
1391,1947,603,2,2
1392,1947,603,2,4
1393,1947,603,2,6
1394,1947,603,2,9
1395,1947,603,2,17
1396,1947,604,2,12
1397,1947,605,2,12
1398,1947,606,2,1
1399,1947,606,2,3
1400,1947,606,1,4
1401,1947,606,1,6
1402,1947,606,1,9
1403,1947,606,2,10
1404,1947,606,2,17
1405,1947,607,2,13
1406,1947,608,1,5
1407,1947,608,2,6
1408,1947,608,1,7
1409,1947,608,2,9
1410,1947,608,2,17
1411,1947,609,2,7
1412,1947,609,2,10
1413,1947,609,2,15
1414,1947,610,2,17
1415,1947,611,2,2
1416,1947,611,2,17
1417,1947,612,2,1
1418,1947,612,2,5
1419,1947,612,2,7
1420,1947,612,2,12
1421,1947,613,1,2
1422,1947,613,2,6
1423,1947,613,1,17
1424,1947,614,2,17
1425,1947,615,2,7
1426,1947,615,1,12
1427,1947,615,2,13
1428,1947,616,2,1
1429,1947,616,2,3
1430,1947,617,2,12
1431,1947,618,2,10
1432,1947,619,2,3
1433,1947,620,2,2
1434,1947,621,2,12
1435,1947,622,2,17
1436,1947,623,2,3
1437,1947,623,2,17
1438,1947,624,2,12
1439,1947,624,1,13
1440,1947,625,2,15
1441,1947,626,1,17
1442,1947,627,2,6
1443,1947,627,2,9
1444,1947,627,2,10
1445,1947,627,2,12
1446,1947,627,1,15
1447,1947,628,2,4
1448,1947,629,2,2
1449,1947,629,1,3
1450,1947,630,2,5
1451,1947,631,2,7
1452,1947,632,2,4
1453,1947,633,2,13
1454,1947,634,2,13
1455,1948,635,2,7
1456,1948,635,2,17
1457,1948,636,2,8
1458,1948,637,2,13
1459,1948,638,1,12
1460,1948,639,2,7
1461,1948,640,1,1
1462,1948,640,2,4
1463,1948,640,1,5
