"","Year","Award","Winner","Nominee"
"9069","1940 ","Music (Scoring)","NO","3271"
"9070","1940 ","Music (Scoring)","NO","3469"
"9071","1940 ","Music (Scoring)","NO","3525"
"9072","1940 ","Music (Scoring)","YES","4650"
"9073","1940 ","Music (Song)","NO","1114"
"9074","1940 ","Music (Song)","NO","5974"
"9075","1940 ","Music (Song)","NO","2634"
"9076","1940 ","Music (Song)","NO","3271"
"9077","1940 ","Music (Song)","NO","3088"
"9078","1940 ","Music (Song)","NO","3525"
"9079","1940 ","Music (Song)","NO","3469"
"9080","1940 ","Music (Song)","YES","2931"
"9081","1940 ","Music (Song)","NO","1688"
"9082","1940 ","Best Picture","NO","225"
"9083","1940 ","Best Picture","NO","1350"
"9084","1940 ","Best Picture","NO","4005"
"9085","1940 ","Best Picture","NO","4010"
"9086","1940 ","Best Picture","NO","2134"
"9087","1940 ","Best Picture","NO","4128"
"9088","1940 ","Best Picture","NO","4149"
"9089","1940 ","Best Picture","NO","2827"
"9090","1940 ","Best Picture","NO","4292"
"9091","1940 ","Best Picture","YES","3050"
"9102","1940 ","Sound","NO","457"
"9103","1940 ","Sound","NO","704"
"9104","1940 ","Sound","NO","4005"
"9105","1940 ","Sound","NO","4057"
"9106","1940 ","Sound","NO","2134"
"9107","1940 ","Sound","NO","2734"
"9108","1940 ","Sound","NO","2827"
"9109","1940 ","Sound","NO","4397"
"9110","1940 ","Sound","NO","3469"
"9111","1940 ","Sound","YES","3525"
"9112","1940 ","Sound","NO","5632"
"9113","1940 ","Writing","NO","281"
"9114","1940 ","Writing","NO","1119"
"9115","1940 ","Writing","NO","1350"
"9116","1940 ","Writing","NO","4010"
"9117","1940 ","Writing","YES","4014"
"9118","1940 ","Writing","YES","331"
"9119","1940 ","Writing","NO","887"
"9120","1940 ","Writing","NO","1162"
"9121","1940 ","Writing","NO","2649"
"9122","1940 ","Writing","NO","4559"
"9123","1940 ","Writing","NO","4005"
"9124","1940 ","Writing","NO","2134"
"9125","1940 ","Writing","NO","4149"
"9126","1940 ","Writing","YES","4292"
"9127","1940 ","Writing","NO","3050"
"9146","1939 ","Actor -- Leading Role","YES","Goodbye, Mr. Chips "
"9147","1939 ","Actor -- Leading Role","NO","Gone with the Wind "
"9148","1939 ","Actor -- Leading Role","NO","Wuthering Heights "
"9149","1939 ","Actor -- Leading Role","NO","Babes in Arms "
"9150","1939 ","Actor -- Leading Role","NO","Mr. Smith Goes to Washington "
"9151","1939 ","Actor -- Supporting Role","NO","Juarez "
"9152","1939 ","Actor -- Supporting Role","NO","Mr. Smith Goes to Washington "
"9153","1939 ","Actor -- Supporting Role","NO","Beau Geste "
"9154","1939 ","Actor -- Supporting Role","YES","Stagecoach "
"9155","1939 ","Actor -- Supporting Role","NO","Mr. Smith Goes to Washington "
"9156","1939 ","Actress -- Leading Role","NO","Dark Victory "
"9157","1939 ","Actress -- Leading Role","NO","Love Affair "
"9158","1939 ","Actress -- Leading Role","NO","Ninotchka "
"9159","1939 ","Actress -- Leading Role","NO","Goodbye, Mr. Chips "
"9160","1939 ","Actress -- Leading Role","YES","Gone with the Wind "
"9161","1939 ","Actress -- Supporting Role","NO","Gone with the Wind "
"9162","1939 ","Actress -- Supporting Role","NO","Wuthering Heights "
"9163","1939 ","Actress -- Supporting Role","YES","Gone with the Wind "
"9164","1939 ","Actress -- Supporting Role","NO","Drums along the Mohawk "
"9165","1939 ","Actress -- Supporting Role","NO","Love Affair "
"9167","1939 ","Art Direction","NO","443"
"9168","1939 ","Art Direction","NO","707"
"9169","1939 ","Art Direction","NO","1305"
"9170","1939 ","Art Direction","YES","1519"
"9171","1939 ","Art Direction","NO","2343"
"9172","1939 ","Art Direction","NO","2395"
"9173","1939 ","Art Direction","NO","2613"
"9174","1939 ","Art Direction","NO","4331"
"9175","1939 ","Art Direction","NO","4350"
"9176","1939 ","Art Direction","NO","3476"
"9177","1939 ","Art Direction","NO","4576"
"9178","1939 ","Art Direction","NO","5961"
"9179","1939 ","Cinematography","NO","1305"
"9180","1939 ","Cinematography","NO","4017"
"9181","1939 ","Cinematography","NO","1571"
"9182","1939 ","Cinematography","NO","1834"
"9183","1939 ","Cinematography","NO","2041"
"9184","1939 ","Cinematography","NO","2184"
"9185","1939 ","Cinematography","NO","2756"
"9186","1939 ","Cinematography","NO","2807"
"9187","1939 ","Cinematography","NO","4350"
"9188","1939 ","Cinematography","NO","3476"
"9189","1939 ","Cinematography","YES","5961"
"9190","1939 ","Cinematography","NO","1133"
"9191","1939 ","Cinematography","NO","1361"
"9192","1939 ","Cinematography","YES","1519"
"9193","1939 ","Cinematography","NO","4211"
"9194","1939 ","Cinematography","NO","4331"
"9195","1939 ","Cinematography","NO","4576"
"9196","1939 ","Directing","YES","1519"
"9197","1939 ","Directing","NO","1529"
"9198","1939 ","Directing","NO","2613"
"9199","1939 ","Directing","NO","3476"
"9200","1939 ","Directing","NO","5961"
"9201","1939 ","Film Editing","YES","1519"
"9202","1939 ","Film Editing","NO","1529"
"9203","1939 ","Film Editing","NO","2613"
"9204","1939 ","Film Editing","NO","4350"
"9205","1939 ","Film Editing","NO","3476"
"9206","1939 ","Music (Scoring)","NO","960"
"9207","1939 ","Music (Scoring)","NO","1230"
"9208","1939 ","Music (Scoring)","NO","1512"
"9209","1939 ","Music (Scoring)","NO","1519"
"9210","1939 ","Music (Scoring)","NO","1569"
"9211","1939 ","Music (Scoring)","NO","4180"
"9212","1939 ","Music (Scoring)","NO","2395"
"9213","1939 ","Music (Scoring)","NO","2749"
"9214","1939 ","Music (Scoring)","NO","2756"
"9215","1939 ","Music (Scoring)","NO","4350"
"9216","1939 ","Music (Scoring)","YES","4576"
"9217","1939 ","Music (Scoring)","NO","5961"
"9218","1939 ","Music (Scoring)","NO","389"
"9219","1939 ","Music (Scoring)","NO","1305"
"9220","1939 ","Music (Scoring)","NO","4017"
"9221","1939 ","Music (Scoring)","NO","4060"
"9222","1939 ","Music (Scoring)","NO","1834"
"9223","1939 ","Music (Scoring)","NO","2613"
"9224","1939 ","Music (Scoring)","NO","2756"
"9225","1939 ","Music (Scoring)","NO","4331"
"9226","1939 ","Music (Scoring)","NO","3323"
"9227","1939 ","Music (Scoring)","YES","3476"
"9228","1939 ","Music (Scoring)","NO","3571"
"9229","1939 ","Music (Scoring)","NO","4605"
"9230","1939 ","Music (Scoring)","NO","5834"
"9231","1939 ","Music (Song)","NO","1569"
"9232","1939 ","Music (Song)","NO","3273"
"9233","1939 ","Music (Song)","YES","4576"
"9234","1939 ","Music (Song)","NO","2343"
"9235","1939 ","Best Picture","NO","960"
"9236","1939 ","Best Picture","YES","1519"
"9237","1939 ","Best Picture","NO","1529"
"9238","1939 ","Best Picture","NO","2343"
"9239","1939 ","Best Picture","NO","2613"
"9240","1939 ","Best Picture","NO","2712"
"9241","1939 ","Best Picture","NO","2756"
"9242","1939 ","Best Picture","NO","3476"
"9243","1939 ","Best Picture","NO","4576"
"9244","1939 ","Best Picture","NO","5961"
"9256","1939 ","Sound","NO","405"
"9257","1939 ","Sound","NO","1519"
"9258","1939 ","Sound","NO","1529"
"9259","1939 ","Sound","NO","4017"
"9260","1939 ","Sound","NO","4060"
"9261","1939 ","Sound","NO","2395"
"9262","1939 ","Sound","NO","2613"
"9263","1939 ","Sound","NO","2756"
"9264","1939 ","Sound","NO","4331"
"9265","1939 ","Sound","NO","4350"
"9266","1939 ","Sound","YES","5865"
"9267","1939 ","Writing","NO","395"
"9268","1939 ","Writing","NO","2343"
"9269","1939 ","Writing","YES","2613"
"9270","1939 ","Writing","NO","2712"
"9271","1939 ","Writing","NO","5989"
"9272","1939 ","Writing","YES","1519"
"9273","1939 ","Writing","NO","1529"
"9274","1939 ","Writing","NO","2613"
"9275","1939 ","Writing","NO","2712"
"9276","1939 ","Writing","NO","5961"
"9299","1938 ","Actor -- Leading Role","NO","Algiers "
"9300","1938 ","Actor -- Leading Role","NO","Angels with Dirty Faces "
"9301","1938 ","Actor -- Leading Role","NO","The Citadel "
"9302","1938 ","Actor -- Leading Role","NO","Pygmalion "
"9303","1938 ","Actor -- Leading Role","YES","Boys Town "
"9304","1938 ","Actor -- Supporting Role","YES","Kentucky "
"9305","1938 ","Actor -- Supporting Role","NO","Four Daughters "
"9306","1938 ","Actor -- Supporting Role","NO","Algiers "
"9307","1938 ","Actor -- Supporting Role","NO","Marie Antoinette "
"9308","1938 ","Actor -- Supporting Role","NO","If I Were King "
"9309","1938 ","Actress -- Leading Role","NO","White Banners "
"9310","1938 ","Actress -- Leading Role","YES","Jezebel "
"9311","1938 ","Actress -- Leading Role","NO","Pygmalion "
"9312","1938 ","Actress -- Leading Role","NO","Marie Antoinette "
"9313","1938 ","Actress -- Leading Role","NO","Three Comrades "
"9314","1938 ","Actress -- Supporting Role","YES","Jezebel "
"9315","1938 ","Actress -- Supporting Role","NO","Of Human Hearts "
"9316","1938 ","Actress -- Supporting Role","NO","Merrily We Live "
"9317","1938 ","Actress -- Supporting Role","NO","You Can't Take It with You "
"9318","1938 ","Actress -- Supporting Role","NO","The Great Waltz "
"9321","1938 ","Art Direction","YES","3676"
"9322","1938 ","Art Direction","NO","3677"
"9323","1938 ","Art Direction","NO","193"
"9324","1938 ","Art Direction","NO","200"
"9325","1938 ","Art Direction","NO","717"
"9326","1938 ","Art Direction","NO","3995"
"9327","1938 ","Art Direction","NO","1696"
"9328","1938 ","Art Direction","NO","1784"
"9329","1938 ","Art Direction","NO","2367"
"9330","1938 ","Art Direction","NO","2423"
"9331","1938 ","Art Direction","NO","2502"
"9332","1938 ","Cinematography","NO","200"
"9333","1938 ","Cinematography","NO","337"
"9334","1938 ","Cinematography","NO","3773"
"9335","1938 ","Cinematography","YES","4018"
"9336","1938 ","Cinematography","NO","1959"
"9337","1938 ","Cinematography","NO","2367"
"9338","1938 ","Cinematography","NO","2502"
"9339","1938 ","Cinematography","NO","3534"
"9340","1938 ","Cinematography","NO","5777"
"9341","1938 ","Cinematography","NO","5978"
"9342","1938 ","Cinematography","NO","4590"
"9343","1938 ","Cinematography","YES","5325"
"9344","1938 ","Directing","NO","282"
"9345","1938 ","Directing","NO","598"
"9346","1938 ","Directing","NO","3809"
"9347","1938 ","Directing","NO","1358"
"9348","1938 ","Directing","YES","5978"
"9349","1938 ","Film Editing","YES","3676"
"9350","1938 ","Film Editing","NO","193"
"9351","1938 ","Film Editing","NO","4018"
"9352","1938 ","Film Editing","NO","3642"
"9353","1938 ","Film Editing","NO","5978"
"9354","1938 ","Music (Scoring)","YES","3676"
"9355","1938 ","Music (Scoring)","NO","337"
"9356","1938 ","Music (Scoring)","NO","547"
"9357","1938 ","Music (Scoring)","NO","548"
"9358","1938 ","Music (Scoring)","NO","613"
"9359","1938 ","Music (Scoring)","NO","3837"
"9360","1938 ","Music (Scoring)","NO","1784"
"9361","1938 ","Music (Scoring)","NO","2423"
"9362","1938 ","Music (Scoring)","NO","2837"
"9363","1938 ","Music (Scoring)","NO","3534"
"9364","1938 ","Music (Scoring)","NO","4590"
"9365","1938 ","Music (Scoring)","YES","193"
"9366","1938 ","Music (Scoring)","NO","717"
"9367","1938 ","Music (Scoring)","NO","1484"
"9368","1938 ","Music (Scoring)","NO","3995"
"9369","1938 ","Music (Scoring)","NO","1959"
"9370","1938 ","Music (Scoring)","NO","2367"
"9371","1938 ","Music (Scoring)","NO","3511"
"9372","1938 ","Music (Scoring)","NO","3576"
"9373","1938 ","Music (Scoring)","NO","4601"
"9374","1938 ","Music (Scoring)","NO","5678"
"9375","1938 ","Music (Scoring)","NO","4590"
"9376","1938 ","Music (Song)","NO","2406"
"9377","1938 ","Music (Song)","NO","717"
"9378","1938 ","Music (Song)","NO","3837"
"9379","1938 ","Music (Song)","NO","5728"
"9380","1938 ","Music (Song)","NO","1506"
"9381","1938 ","Music (Song)","NO","2502"
"9382","1938 ","Music (Song)","NO","4104"
"9383","1938 ","Music (Song)","NO","3649"
"9384","1938 ","Music (Song)","NO","193"
"9385","1938 ","Music (Song)","YES","3730"
"9386","1938 ","Best Picture","NO","3676"
"9387","1938 ","Best Picture","NO","193"
"9388","1938 ","Best Picture","NO","598"
"9389","1938 ","Best Picture","NO","3809"
"9390","1938 ","Best Picture","NO","1358"
"9391","1938 ","Best Picture","NO","1543"
"9392","1938 ","Best Picture","NO","1959"
"9393","1938 ","Best Picture","NO","2995"
"9394","1938 ","Best Picture","NO","3642"
"9395","1938 ","Best Picture","YES","5978"
"9407","1938 ","Sound","NO","337"
"9408","1938 ","Sound","YES","3837"
"9409","1938 ","Sound","NO","1358"
"9410","1938 ","Sound","NO","1784"
"9411","1938 ","Sound","NO","2502"
"9412","1938 ","Sound","NO","3534"
"9413","1938 ","Sound","NO","3576"
"9414","1938 ","Sound","NO","3649"
"9415","1938 ","Sound","NO","5777"
"9416","1938 ","Sound","NO","5978"
"9417","1938 ","Writing","NO","193"
"9418","1938 ","Writing","NO","282"
"9419","1938 ","Writing","NO","548"
"9420","1938 ","Writing","YES","598"
"9421","1938 ","Writing","NO","2367"
"9422","1938 ","Writing","NO","3642"
"9423","1938 ","Writing","NO","598"
"9424","1938 ","Writing","NO","3809"
"9425","1938 ","Writing","NO","1358"
"9426","1938 ","Writing","YES","2995"
"9427","1938 ","Writing","NO","5978"
"9444","1937 ","Actor -- Leading Role","NO","Conquest "
"9445","1937 ","Actor -- Leading Role","NO","A Star Is Born "
"9446","1937 ","Actor -- Leading Role","NO","Night Must Fall "
"9447","1937 ","Actor -- Leading Role","NO","The Life of Emile Zola "
"9448","1937 ","Actor -- Leading Role","YES","Captains Courageous "
"9449","1937 ","Actor -- Supporting Role","NO","The Awful Truth "
"9450","1937 ","Actor -- Supporting Role","NO","The Hurricane "
"9451","1937 ","Actor -- Supporting Role","YES","The Life of Emile Zola "
"9452","1937 ","Actor -- Supporting Role","NO","Lost Horizon "
"9453","1937 ","Actor -- Supporting Role","NO","Topper "
"9454","1937 ","Actress -- Leading Role","NO","The Awful Truth "
"9455","1937 ","Actress -- Leading Role","NO","Camille "
"9456","1937 ","Actress -- Leading Role","NO","A Star Is Born "
"9457","1937 ","Actress -- Leading Role","YES","The Good Earth "
"9458","1937 ","Actress -- Leading Role","NO","Stella Dallas "
"9459","1937 ","Actress -- Supporting Role","YES","In Old Chicago "
"9460","1937 ","Actress -- Supporting Role","NO","Stage Door "
"9461","1937 ","Actress -- Supporting Role","NO","Stella Dallas "
"9462","1937 ","Actress -- Supporting Role","NO","Dead End "
"9463","1937 ","Actress -- Supporting Role","NO","Night Must Fall "
"9464","1937 ","Art Direction","NO","892"
"9465","1937 ","Art Direction","NO","49"
"9466","1937 ","Art Direction","NO","999"
"9467","1937 ","Art Direction","NO","1239"
"9468","1937 ","Art Direction","NO","4130"
"9469","1937 ","Art Direction","YES","2333"
"9470","1937 ","Art Direction","NO","2404"
"9471","1937 ","Art Direction","NO","4328"
"9472","1937 ","Art Direction","NO","3440"
"9473","1937 ","Art Direction","NO","5807"
"9474","1937 ","Art Direction","NO","5839"
"9475","1937 ","Art Direction","NO","5976"
"9476","1937 ","Cinematography","NO","999"
"9477","1937 ","Cinematography","YES","3996"
"9478","1937 ","Cinematography","NO","5919"
"9479","1937 ","Cinematography","YES","5566"
"9480","1937 ","Directing","YES","3701"
"9481","1937 ","Directing","NO","3996"
"9482","1937 ","Directing","NO","4130"
"9483","1937 ","Directing","NO","3474"
"9484","1937 ","Directing","NO","117"
"9485","1937 ","Film Editing","NO","3701"
"9486","1937 ","Film Editing","NO","710"
"9487","1937 ","Film Editing","NO","3996"
"9488","1937 ","Film Editing","YES","2333"
"9489","1937 ","Film Editing","NO","2797"
"9490","1937 ","Music (Scoring)","NO","4062"
"9491","1937 ","Music (Scoring)","NO","1799"
"9492","1937 ","Music (Scoring)","NO","4130"
"9493","1937 ","Music (Scoring)","NO","2333"
"9494","1937 ","Music (Scoring)","NO","2385"
"9495","1937 ","Music (Scoring)","NO","2476"
"9496","1937 ","Music (Scoring)","YES","2797"
"9497","1937 ","Music (Scoring)","NO","2955"
"9498","1937 ","Music (Scoring)","NO","4328"
"9499","1937 ","Music (Scoring)","NO","2997"
"9500","1937 ","Music (Scoring)","NO","3399"
"9501","1937 ","Music (Scoring)","NO","3421"
"9502","1937 ","Music (Scoring)","NO","3440"
"9503","1937 ","Music (Scoring)","NO","5835"
"9504","1937 ","Music (Song)","NO","2610"
"9505","1937 ","Music (Song)","YES","5790"
"9506","1937 ","Music (Song)","NO","5807"
"9507","1937 ","Music (Song)","NO","3313"
"9508","1937 ","Music (Song)","NO","354"
"9509","1937 ","Best Picture","NO","3701"
"9510","1937 ","Best Picture","NO","710"
"9511","1937 ","Best Picture","NO","999"
"9512","1937 ","Best Picture","NO","3996"
"9513","1937 ","Best Picture","NO","1799"
"9514","1937 ","Best Picture","YES","4130"
"9515","1937 ","Best Picture","NO","2333"
"9516","1937 ","Best Picture","NO","2797"
"9517","1937 ","Best Picture","NO","3474"
"9518","1937 ","Best Picture","NO","117"
"9531","1937 ","Sound","NO","3984"
"9532","1937 ","Sound","NO","1692"
"9533","1937 ","Sound","YES","4062"
"9534","1937 ","Sound","NO","1799"
"9535","1937 ","Sound","NO","4130"
"9536","1937 ","Sound","NO","2333"
"9537","1937 ","Sound","NO","2476"
"9538","1937 ","Sound","NO","2797"
"9539","1937 ","Sound","NO","5639"
"9540","1937 ","Sound","NO","5840"
"9541","1937 ","Writing","NO","529"
"9542","1937 ","Writing","NO","1799"
"9543","1937 ","Writing","NO","4130"
"9544","1937 ","Writing","NO","2797"
"9545","1937 ","Writing","YES","117"
"9546","1937 ","Writing","NO","3701"
"9547","1937 ","Writing","NO","710"
"9548","1937 ","Writing","YES","4130"
"9549","1937 ","Writing","NO","3474"
"9550","1937 ","Writing","NO","117"
"9579","1936 ","Actor -- Leading Role","NO","Mr. Deeds Goes to Town "
"9580","1936 ","Actor -- Leading Role","NO","Dodsworth "
"9581","1936 ","Actor -- Leading Role","YES","The Story of Louis Pasteur "
"9582","1936 ","Actor -- Leading Role","NO","My Man Godfrey "
"9583","1936 ","Actor -- Leading Role","NO","San Francisco "
"9584","1936 ","Actor -- Supporting Role","NO","My Man Godfrey "
"9585","1936 ","Actor -- Supporting Role","YES","Come and Get It "
"9586","1936 ","Actor -- Supporting Role","NO","Pigskin Parade "
"9587","1936 ","Actor -- Supporting Role","NO","Romeo and Juliet "
"9588","1936 ","Actor -- Supporting Role","NO","The General Died at Dawn "
"9589","1936 ","Actress -- Leading Role","NO","Theodora Goes Wild "
"9590","1936 ","Actress -- Leading Role","NO","Valiant Is the Word for Carrie "
"9591","1936 ","Actress -- Leading Role","NO","My Man Godfrey "
"9592","1936 ","Actress -- Leading Role","YES","The Great Ziegfeld "
"9593","1936 ","Actress -- Leading Role","NO","Romeo and Juliet "
"9594","1936 ","Actress -- Supporting Role","NO","The Gorgeous Hussy "
"9595","1936 ","Actress -- Supporting Role","NO","My Man Godfrey "
"9596","1936 ","Actress -- Supporting Role","NO","These Three "
"9597","1936 ","Actress -- Supporting Role","NO","Dodsworth "
"9598","1936 ","Actress -- Supporting Role","YES","Anthony Adverse "
"9599","1936 ","Art Direction","NO","313"
